GEOID,NAME,District_Type,Total_Population,Below_Poverty,Poverty_Rate,District_Clean
1726640,"Morris Community High School District 101, Illinois",Secondary,5297,358,6.758542571266755,morris community high school district 101
1726880,"J. Sterling Morton High School District 201, Illinois",Secondary,34247,3904,11.399538645720792,j. sterling morton high school district 201
1727360,"Mount Vernon Township High School District 201, Illinois",Secondary,7251,1056,14.563508481588746,mount vernon township high school district 201
1727570,"Mundelein Consolidated High School District 120, Illinois",Secondary,11523,358,3.106829818623622,mundelein consolidated high school district 120
1727740,"Nashville Community High School District 99, Illinois",Secondary,2326,103,4.428202923473775,nashville community high school district 99
1728200,"New Trier Township High School District 203, Illinois",Secondary,16788,409,2.4362639980938767,new trier township high school district 203
1728260,"Newark Community High School District 18, Illinois",Secondary,1088,33,3.0330882352941178,newark community high school district 18
1728530,"Niles Township Community High School District 219, Illinois",Secondary,24122,1642,6.807064090871403,niles township community high school district 219
1729010,"Northfield Township High School District 225, Illinois",Secondary,24431,994,4.06860136711555,northfield township high school district 225
1729220,"Oak Lawn Community High School District 229, Illinois",Secondary,9266,795,8.579753939132312,oak lawn community high school district 229
1729280,"Oak Park and River Forest District 200, Illinois",Secondary,15643,581,3.7141213322252766,oak park and river forest district 200
1729730,"Ohio Community High School District 505, Illinois",Secondary,203,17,8.374384236453201,ohio community high school district 505
1729790,"O'Fallon Township High School District 203, Illinois",Secondary,11098,400,3.604253018561903,o'fallon township high school district 203
1730330,"Ottawa Township High School District 140, Illinois",Secondary,8579,943,10.991957104557642,ottawa township high school district 140
1730450,"Township High School District 211, Illinois",Secondary,60871,3158,5.188020568086609,township high school district 211
1731110,"Pekin Community High School District 303, Illinois",Secondary,11160,1105,9.901433691756273,pekin community high school district 303
1731620,"Pinckneyville Community High School District 101, Illinois",Secondary,2550,334,13.098039215686274,pinckneyville community high school district 101
1732220,"Pontiac Township High School District 90, Illinois",Secondary,3906,488,12.493599590373785,pontiac township high school district 90
1732580,"Adlai E. Stevenson High School District 125, Illinois",Secondary,17466,410,2.3474178403755865,adlai e. stevenson high school district 125
1732700,"Princeton High School District 500, Illinois",Secondary,3436,269,7.828870779976717,princeton high school district 500
1732910,"Proviso Township High School District 209, Illinois",Secondary,28565,2314,8.100822685104148,proviso township high school district 209
1733240,"Rantoul Township High School District 193, Illinois",Secondary,4103,577,14.06288081891299,rantoul township high school district 193
1733270,"Reavis Township High School District 220, Illinois",Secondary,7742,643,8.305347455437872,reavis township high school district 220
1733420,"Rich Township High School District 227, Illinois",Secondary,16143,1245,7.712321129901506,rich township high school district 227
1733510,"Richmond-Burton Community High School District 157, Illinois",Secondary,3202,120,3.7476577139287945,richmond-burton community high school district 157
1733720,"Ridgewood Community High School District 234, Illinois",Secondary,4941,239,4.837077514673143,ridgewood community high school district 234
1734020,"Riverside Brookfield Township School District 208, Illinois",Secondary,7540,251,3.328912466843501,riverside brookfield township school district 208
1734290,"Rochelle Township High School District 212, Illinois",Secondary,4318,295,6.831866604909681,rochelle township high school district 212
1734380,"Rock Falls Township High School District 301, Illinois",Secondary,3694,409,11.072008662696264,rock falls township high school district 301
1735190,"Salem Community High School District 600, Illinois",Secondary,3955,485,12.262958280657395,salem community high school district 600
1735850,"Seneca Township High School District 160, Illinois",Secondary,2066,262,12.681510164569215,seneca township high school district 160
1737140,"St. Anne Community High School District 302, Illinois",Secondary,1085,95,8.755760368663594,st. anne community high school district 302
1737410,"St. Joseph-Ogden Community High School District 305, Illinois",Secondary,2287,82,3.585483165719283,st. joseph-ogden community high school district 305
1738100,"Streator Township High School District 40, Illinois",Secondary,4612,617,13.378143972246315,streator township high school district 40
1738940,"Thornton Fractional Township High School District 215, Illinois",Secondary,14047,2003,14.259272442514416,thornton fractional township high school district 215
1738970,"Thornton Township High School District 205, Illinois",Secondary,26139,4541,17.372508512184858,thornton township high school district 205
1739870,"United Township High School District 30, Illinois",Secondary,9964,1064,10.678442392613409,united township high school district 30
1740290,"Vienna High School District 133, Illinois",Secondary,2013,171,8.49478390461997,vienna high school district 133
1740440,"Community High School District 94, Illinois",Secondary,10069,609,6.0482669579898705,community high school district 94
1740800,"Warren Township High School District 121, Illinois",Secondary,17469,909,5.203503348789284,warren township high school district 121
1740980,"Washington Community High School District 308, Illinois",Secondary,6819,226,3.3142689543921398,washington community high school district 308
1743890,"Zion-Benton Township High School District 126, Illinois",Secondary,11148,1122,10.064585575888053,zion-benton township high school district 126
1799001,"Bluford Unit School District 318 (9-12) in Farrington, Illinois",Secondary,136,10,7.352941176470589,bluford unit school district 318 (9-12) in farrington
1799004,"Bluford Unit School District 318 (9-12) in Opdyke-Belle Rive, Illinois",Secondary,0,0,NA,bluford unit school district 318 (9-12) in opdyke-belle rive
1799005,"Woodlawn Unit District 209 (9-12) in Grand Prairie, Illinois",Secondary,156,8,5.128205128205128,woodlawn unit district 209 (9-12) in grand prairie
1799006,"Woodlawn Unit District 209 (9-12) in Rome, Illinois",Secondary,109,4,3.669724770642202,woodlawn unit district 209 (9-12) in rome
1799008,"Woodlawn Unit District 209 (9-12) in Ashley, Illinois",Secondary,17,6,35.294117647058826,woodlawn unit district 209 (9-12) in ashley
1799999,"Remainder of Illinois, Illinois",Secondary,1904010,194625,10.221847574329965,remainder of illinois
1700001,"River Ridge Community Unit School District 210, Illinois",Unified,1099,92,8.371246587807098,river ridge community unit school district 210
1700002,"Casey-Westfield Community Unit School District 4C, Illinois",Unified,1814,194,10.694597574421168,casey-westfield community unit school district 4c
1700003,"Blue Ridge Community Unit School District 18, Illinois",Unified,1452,123,8.47107438016529,blue ridge community unit school district 18
1700004,"Norris City-Omaha-Enfield Community Unit School District 3, Illinois",Unified,1338,161,12.03288490284006,norris city-omaha-enfield community unit school district 3
1700005,"Prairie Central Community Unit School District 8, Illinois",Unified,2976,266,8.938172043010754,prairie central community unit school district 8
1700007,"Eastland Community Unit School District 308, Illinois",Unified,1117,58,5.192479856759177,eastland community unit school district 308
1700014,"Goreville Community Unit School District 1, Illinois",Unified,1064,71,6.672932330827068,goreville community unit school district 1
1700015,"Joppa-Maple Grove Unit District 38, Illinois",Unified,369,33,8.94308943089431,joppa-maple grove unit district 38
1700041,"Gibson City-Melvin-Sibley Community Unit School District 5, Illinois",Unified,1538,165,10.728218465539662,gibson city-melvin-sibley community unit school district 5
1700044,"Farmington Central Community Unit School District 265, Illinois",Unified,2296,90,3.9198606271777,farmington central community unit school district 265
1700045,"Gallatin Community Unit School District 7, Illinois",Unified,1332,225,16.89189189189189,gallatin community unit school district 7
1700092,"Georgetown-Ridge Farm Consolidated Unit School District 4, Illinois",Unified,1717,182,10.59988351776354,georgetown-ridge farm consolidated unit school district 4
1700102,"Brussels Community Unit School District 42, Illinois",Unified,336,21,6.25,brussels community unit school district 42
1700105,"A-C Central Community Unit School District 262, Illinois",Unified,704,28,3.977272727272727,a-c central community unit school district 262
1700106,"Heritage Community Unit School District 8, Illinois",Unified,856,68,7.943925233644859,heritage community unit school district 8
1700109,"Ridgeview Community Unit School District 19, Illinois",Unified,868,51,5.875576036866359,ridgeview community unit school district 19
1700110,"North Chicago School District 187, Illinois",Unified,4077,663,16.26195732155997,north chicago school district 187
1700113,"Illini Central Community Unit School District 189, Illinois",Unified,1422,162,11.39240506329114,illini central community unit school district 189
1700114,"South Central Community Unit School District 401, Illinois",Unified,1104,138,12.5,south central community unit school district 401
1700115,"Henry-Senachwine Consolidated Unit School District 5, Illinois",Unified,995,93,9.346733668341708,henry-senachwine consolidated unit school district 5
1700120,"Lostant Community Unit School District 425, Illinois",Unified,230,15,6.521739130434782,lostant community unit school district 425
1700122,"Shiloh Community Unit School District 1, Illinois",Unified,795,104,13.081761006289309,shiloh community unit school district 1
1700123,"Meridian Community Unit School District 15, Illinois",Unified,1680,68,4.0476190476190474,meridian community unit school district 15
1700125,"Bureau Valley Community Unit School District 340, Illinois",Unified,1824,179,9.81359649122807,bureau valley community unit school district 340
1700126,"Midland Community Unit School District 7, Illinois",Unified,1460,83,5.684931506849315,midland community unit school district 7
1700153,"Lewistown Community Unit School District 97, Illinois",Unified,1409,119,8.445706174591908,lewistown community unit school district 97
1700176,"Cowden-Herrick Community Unit School District 3A, Illinois",Unified,638,105,16.4576802507837,cowden-herrick community unit school district 3a
1700217,"Christopher Community Unit School District 99, Illinois",Unified,1244,212,17.041800643086816,christopher community unit school district 99
1700223,"Okaw Valley Community Unit School District 302, Illinois",Unified,1025,54,5.2682926829268295,okaw valley community unit school district 302
1700310,"West Carroll Community Unit School District 314, Illinois",Unified,2278,233,10.228270412642669,west carroll community unit school district 314
1700314,"West Prairie Community Unit School District 103, Illinois",Unified,1215,71,5.843621399176955,west prairie community unit school district 103
1700319,"West Central Community Unit School District 235, Illinois",Unified,1739,69,3.9677975848188614,west central community unit school district 235
1700320,"Monmouth-Roseville Community Unit School District 238, Illinois",Unified,2615,342,13.078393881453154,monmouth-roseville community unit school district 238
1700321,"United Community School District 304, Illinois",Unified,1836,139,7.570806100217865,united community school district 304
1700323,"Crescent Iroquois Community Unit School District 249, Illinois",Unified,326,16,4.9079754601226995,crescent iroquois community unit school district 249
1700324,"Sangamon Valley Community Unit School District 9, Illinois",Unified,1057,55,5.203405865657521,sangamon valley community unit school district 9
1700326,"El Paso-Gridley Community Unit School District 11, Illinois",Unified,1778,111,6.2429696287964,el paso-gridley community unit school district 11
1700332,"Schuyler-Industry Community Unit School District 5, Illinois",Unified,1811,124,6.847045831032579,schuyler-industry community unit school district 5
1701382,"Thompsonville Community Unit School District 174, Illinois",Unified,496,56,11.29032258064516,thompsonville community unit school district 174
1701387,"Western Community Unit School District 12, Illinois",Unified,927,78,8.414239482200648,western community unit school district 12
1701390,"Flanagan-Cornell District 74, Illinois",Unified,399,11,2.756892230576441,flanagan-cornell district 74
1701395,"Mercer County School District 404, Illinois",Unified,2136,188,8.801498127340825,mercer county school district 404
1701403,"North Mac Community Unit School District 34, Illinois",Unified,2393,156,6.5190137902214795,north mac community unit school district 34
1701404,"Odin Public School District 722, Illinois",Unified,402,55,13.681592039800993,odin public school district 722
1701413,"Abingdon-Avon Community Unit School District 276, Illinois",Unified,1589,164,10.320956576463185,abingdon-avon community unit school district 276
1701416,"Milford Area Public School District 124, Illinois",Unified,1096,100,9.124087591240876,milford area public school district 124
1701417,"Bluford Unit School District 318, Illinois",Unified,626,82,13.099041533546327,bluford unit school district 318
1701418,"Salt Fork Community Unit School District 512, Illinois",Unified,1332,59,4.42942942942943,salt fork community unit school district 512
1701422,"Woodlawn Unit District 209, Illinois",Unified,666,48,7.207207207207207,woodlawn unit district 209
1703300,"Alden-Hebron School District 19, Illinois",Unified,913,148,16.210295728368017,alden-hebron school district 19
1703450,"Allendale Community Consolidated School District 17, Illinois",Unified,374,27,7.219251336898395,allendale community consolidated school district 17
1703510,"Altamont Community Unit School District 10, Illinois",Unified,1227,51,4.156479217603912,altamont community unit school district 10
1703600,"Alton Community Unit School District 11, Illinois",Unified,12211,1581,12.947342559986897,alton community unit school district 11
1703660,"Alwood Community Unit School District 225, Illinois",Unified,654,47,7.186544342507645,alwood community unit school district 225
1703690,"Amboy Community Unit School District 272, Illinois",Unified,1365,77,5.641025641025641,amboy community unit school district 272
1703810,"Annawan Community Unit School District 226, Illinois",Unified,551,37,6.715063520871143,annawan community unit school district 226
1703960,"Arcola Consolidated Unit School District 306, Illinois",Unified,1006,102,10.139165009940358,arcola consolidated unit school district 306
1703990,"Argenta-Oreana Community Unit School District 1, Illinois",Unified,1623,121,7.455329636475662,argenta-oreana community unit school district 1
1704260,"Arthur Community Unit School District 305, Illinois",Unified,2647,217,8.19795995466566,arthur community unit school district 305
1704380,"Ashton Community Unit School District 275, Illinois",Unified,1165,109,9.356223175965665,ashton community unit school district 275
1704440,"Astoria Community Unit School District 1, Illinois",Unified,475,65,13.684210526315791,astoria community unit school district 1
1704470,"Athens Community Unit School District 213, Illinois",Unified,1743,61,3.499713138267355,athens community unit school district 213
1704620,"Auburn Community Unit School District 10, Illinois",Unified,1695,37,2.1828908554572273,auburn community unit school district 10
1704680,"Aurora East Unit School District 131, Illinois",Unified,18732,2599,13.874653000213538,aurora east unit school district 131
1704710,"Aurora West Unit School District 129, Illinois",Unified,18216,1387,7.6141853315766355,aurora west unit school district 129
1704920,"Ball-Chatham Community Unit School District 5, Illinois",Unified,7510,243,3.2356857523302267,ball-chatham community unit school district 5
1705050,"Barrington Community Unit School District 220, Illinois",Unified,12555,376,2.9948227797690166,barrington community unit school district 220
1705220,"Batavia Unit School District 101, Illinois",Unified,8550,293,3.426900584795322,batavia unit school district 101
1705310,"Beardstown Community Unit School District 15, Illinois",Unified,1873,292,15.589962626801924,beardstown community unit school district 15
1705430,"Beecher Community Unit School District 200U, Illinois",Unified,1790,54,3.016759776536313,beecher community unit school district 200u
1705460,"Beecher City Community Unit School District 20, Illinois",Unified,595,39,6.5546218487394965,beecher city community unit school district 20
1705790,"Belvidere Consolidated Unit School District 100, Illinois",Unified,11579,840,7.25451247948873,belvidere consolidated unit school district 100
1705820,"Bement Community Unit School District 5, Illinois",Unified,582,42,7.216494845360824,bement community unit school district 5
1706120,"Bethalto Consolidated Unit School District 8, Illinois",Unified,4213,416,9.874198908141468,bethalto consolidated unit school district 8
1706390,"Bismarck-Henning Consolidated Unit School District, Illinois",Unified,1354,88,6.499261447562777,bismarck-henning consolidated unit school district
1706480,"Bloomington School District 87, Illinois",Unified,9381,961,10.244110435987634,bloomington school district 87
1706600,"Scott-Morgan Consolidated Unit School District 2, Illinois",Unified,398,69,17.33668341708543,scott-morgan consolidated unit school district 2
1706880,"Bradford Community Unit School District 1, Illinois",Unified,415,53,12.771084337349398,bradford community unit school district 1
1707200,"Brimfield Community Unit School District 309, Illinois",Unified,1063,16,1.5051740357478833,brimfield community unit school district 309
1707440,"Brownstown Community Unit School District 201, Illinois",Unified,599,66,11.018363939899833,brownstown community unit school district 201
1707650,"Paxton-Buckley-Loda Community Unit School District 10, Illinois",Unified,2269,177,7.8007933010136625,paxton-buckley-loda community unit school district 10
1707770,"Bunker Hill Community Unit School District 8, Illinois",Unified,1185,141,11.89873417721519,bunker hill community unit school district 8
1707830,"Central Community Unit School District 301, Illinois",Unified,5895,282,4.783715012722646,central community unit school district 301
1707950,"Bushnell-Prairie City Community Unit School District 170, Illinois",Unified,1003,99,9.870388833499502,bushnell-prairie city community unit school district 170
1708010,"Byron Community Unit School District 226, Illinois",Unified,1968,26,1.321138211382114,byron community unit school district 226
1708040,"Cahokia Community Unit School District 187, Illinois",Unified,4104,1315,32.04191033138402,cahokia community unit school district 187
1708070,"Cairo Community Unit School District 1, Illinois",Unified,483,138,28.57142857142857,cairo community unit school district 1
1708160,"Cambridge Community Unit School District 227, Illinois",Unified,873,53,6.0710194730813285,cambridge community unit school district 227
1708220,"Camp Point Community Unit School District 3, Illinois",Unified,1380,113,8.18840579710145,camp point community unit school district 3
1708250,"Trico Community Unit School District 176, Illinois",Unified,1772,200,11.286681715575622,trico community unit school district 176
1708280,"Canton Union School District 66, Illinois",Unified,3734,485,12.988752008569898,canton union school district 66
1708430,"Carlinville Community Unit School District 1, Illinois",Unified,2446,252,10.302534750613246,carlinville community unit school district 1
1708460,"Carlyle Community Unit School District 1, Illinois",Unified,2216,93,4.196750902527076,carlyle community unit school district 1
1708500,"Carmi-White County Community Unit School District 5, Illinois",Unified,2480,230,9.274193548387096,carmi-white county community unit school district 5
1708550,"Community Unit School District 300, Illinois",Unified,29731,1691,5.687666072449632,community unit school district 300
1708580,"Carrier Mills-Stonefort Community Unit School District, Illinois",Unified,744,93,12.5,carrier mills-stonefort community unit school district
1708610,"Carrollton Community Unit School District 1, Illinois",Unified,1046,52,4.97131931166348,carrollton community unit school district 1
1708640,"Carterville Community Unit School District 5, Illinois",Unified,3130,210,6.7092651757188495,carterville community unit school district 5
1709100,"Central A & M Community Unit School District 21, Illinois",Unified,1257,112,8.910103420843278,central a & m community unit school district 21
1709330,"Cerro Gordo Community Unit School District 100, Illinois",Unified,815,33,4.049079754601228,cerro gordo community unit school district 100
1709400,"Chadwick-Milledgeville Community Unit School District 399, Illinois",Unified,775,52,6.709677419354838,chadwick-milledgeville community unit school district 399
1709420,"Champaign Community Unit School District 4, Illinois",Unified,18755,1729,9.218874966675553,champaign community unit school district 4
1709600,"Charleston Community Unit School District 1, Illinois",Unified,5398,777,14.394220081511671,charleston community unit school district 1
1709810,"Chester Community Unit School District 139, Illinois",Unified,1803,133,7.376594564614532,chester community unit school district 139
1709930,"Chicago Public School District 299, Illinois",Unified,566793,81770,14.426783675874614,chicago public school district 299
1710240,"North Wayne Community Unit School District 200, Illinois",Unified,722,19,2.631578947368421,north wayne community unit school district 200
1710290,"Cissna Park Community Unit School District 6, Illinois",Unified,491,21,4.276985743380855,cissna park community unit school district 6
1710340,"Clay City Community Unit District 10, Illinois",Unified,704,61,8.664772727272728,clay city community unit district 10
1710410,"Central Community Unit School District 4, Illinois",Unified,1789,136,7.602012297372834,central community unit school district 4
1710440,"Clinton Community Unit School District 15, Illinois",Unified,3102,245,7.89813023855577,clinton community unit school district 15
1710530,"Coal City Community Unit School District 1, Illinois",Unified,3034,148,4.878048780487805,coal city community unit school district 1
1710570,"Cobden School Unit District 17, Illinois",Unified,1026,60,5.847953216374268,cobden school unit district 17
1710650,"Collinsville Community Unit School District 10, Illinois",Unified,12310,1136,9.228269699431356,collinsville community unit school district 10
1710740,"Columbia Community Unit School District 4, Illinois",Unified,4158,185,4.4492544492544495,columbia community unit school district 4
1710790,"Hamilton County Community Unit School District 10, Illinois",Unified,2215,130,5.8690744920993225,hamilton county community unit school district 10
1710800,"Oakwood Community Unit School District 76, Illinois",Unified,1520,124,8.157894736842106,oakwood community unit school district 76
1710820,"Westville Community Unit School District 2, Illinois",Unified,1775,181,10.197183098591548,westville community unit school district 2
1710830,"Triopia Community Unit School District 27, Illinois",Unified,708,43,6.073446327683616,triopia community unit school district 27
1710980,"Coulterville Unit School District 1, Illinois",Unified,401,31,7.73067331670823,coulterville unit school district 1
1711100,"Crab Orchard Community Unit School District 3, Illinois",Unified,686,38,5.539358600583091,crab orchard community unit school district 3
1711250,"Crete-Monee Community Unit School District 201-U, Illinois",Unified,8188,422,5.153883732291158,crete-monee community unit school district 201-u
1711400,"Fulton County Community Unit School District 3, Illinois",Unified,930,66,7.096774193548387,fulton county community unit school district 3
1711610,"Dakota Community Unit School District 201, Illinois",Unified,1419,118,8.315715292459478,dakota community unit school district 201
1711790,"Danville Community Consolidated School District 118, Illinois",Unified,8685,1798,20.702360391479562,danville community consolidated school district 118
1711850,"Decatur School District 61, Illinois",Unified,15265,2670,17.490992466426466,decatur school district 61
1711880,"Deer Creek-Mackinaw Community Unit School District 701, Illinois",Unified,1725,51,2.9565217391304346,deer creek-mackinaw community unit school district 701
1712000,"DeKalb Community Unit School District 428, Illinois",Unified,9737,1493,15.333264865975146,dekalb community unit school district 428
1712030,"DeLand-Weldon Community Unit School District 57, Illinois",Unified,396,30,7.575757575757576,deland-weldon community unit school district 57
1712060,"Delavan Community Unit School District 703, Illinois",Unified,824,64,7.766990291262135,delavan community unit school district 703
1712090,"Depue Community Unit School District 103, Illinois",Unified,461,45,9.761388286334057,depue community unit school district 103
1712240,"Dieterich Community Unit School District 30, Illinois",Unified,695,61,8.776978417266188,dieterich community unit school district 30
1712330,"Dixon Unit School District 170, Illinois",Unified,5070,365,7.199211045364892,dixon unit school district 170
1712480,"Dongola School Unit District 66, Illinois",Unified,476,47,9.873949579831933,dongola school unit district 66
1712510,"Donovan Community Unit School District 3, Illinois",Unified,545,60,11.009174311926607,donovan community unit school district 3
1712700,"Dunlap Community Unit School District 323, Illinois",Unified,6203,112,1.805577946155086,dunlap community unit school district 323
1712720,"Dupo Community Unit School District 196, Illinois",Unified,1507,201,13.33775713337757,dupo community unit school district 196
1712760,"Du Quoin Community Unit School District 300, Illinois",Unified,2610,323,12.375478927203066,du quoin community unit school district 300
1712810,"Durand Community Unit School District 322, Illinois",Unified,1146,12,1.0471204188481675,durand community unit school district 322
1712930,"Earlville Community Unit School District 9, Illinois",Unified,849,54,6.36042402826855,earlville community unit school district 9
1713050,"East Dubuque Community Unit School District 119, Illinois",Unified,1138,86,7.5571177504393665,east dubuque community unit school district 119
1713290,"Richland County Community Unit School District 1, Illinois",Unified,4091,334,8.164263016377413,richland county community unit school district 1
1713320,"East St. Louis School District 189, Illinois",Unified,7752,2273,29.32146542827657,east st. louis school district 189
1713370,"Edgar County Community Unit District 6, Illinois",Unified,597,43,7.202680067001675,edgar county community unit district 6
1713410,"Edinburg Community Unit School District 4, Illinois",Unified,537,56,10.42830540037244,edinburg community unit school district 4
1713500,"Edwards County Community Unit School District 1, Illinois",Unified,1657,111,6.698853349426674,edwards county community unit school district 1
1713530,"Edwardsville Community Unit School District 7, Illinois",Unified,12932,460,3.5570677389421586,edwardsville community unit school district 7
1713560,"Effingham Community Unit School District 40, Illinois",Unified,5457,554,10.152098222466558,effingham community unit school district 40
1713590,"Egyptian Community Unit School District 5, Illinois",Unified,678,102,15.04424778761062,egyptian community unit school district 5
1713660,"Eldorado Community Unit School District 4, Illinois",Unified,1901,332,17.46449237243556,eldorado community unit school district 4
1713710,"School District U-46, Illinois",Unified,57122,3879,6.79072861594482,school district u-46
1713860,"Elverado Community Unit School District 196, Illinois",Unified,817,78,9.547123623011016,elverado community unit school district 196
1713920,"Tri-Valley Community Unit School District 3, Illinois",Unified,1291,36,2.78853601859024,tri-valley community unit school district 3
1713970,"Elmhurst School District 205, Illinois",Unified,12871,481,3.73708336570585,elmhurst school district 205
1714050,"Elmwood Community Unit School District 322, Illinois",Unified,1140,66,5.7894736842105265,elmwood community unit school district 322
1714100,"Elmwood Park Community Unit School District 401, Illinois",Unified,6128,419,6.837467362924282,elmwood park community unit school district 401
1714350,"Erie Community Unit School District 1, Illinois",Unified,963,51,5.29595015576324,erie community unit school district 1
1714430,"Eureka Community Unit District 140, Illinois",Unified,2632,220,8.358662613981762,eureka community unit district 140
1715100,"Fieldcrest Community Unit School District 6, Illinois",Unified,1543,136,8.813998703823719,fieldcrest community unit school district 6
1715180,"Fisher Community Unit School District 1, Illinois",Unified,963,33,3.4267912772585665,fisher community unit school district 1
1715400,"Flora Community Unit School District 35, Illinois",Unified,2151,270,12.552301255230125,flora community unit school district 35
1715490,"Forrestville Valley Community Unit School District 221, Illinois",Unified,1467,108,7.361963190184049,forrestville valley community unit school district 221
1715750,"Franklin Community Unit School District 1, Illinois",Unified,593,55,9.27487352445194,franklin community unit school district 1
1715880,"Community Unit School District 2, Illinois",Unified,1322,99,7.488653555219364,community unit school district 2
1715900,"Freeport School District 145, Illinois",Unified,7731,906,11.719053162592163,freeport school district 145
1716020,"Galatia Community Unit School District 1, Illinois",Unified,684,113,16.52046783625731,galatia community unit school district 1
1716050,"Galena Unit School District 120, Illinois",Unified,1646,47,2.8554070473876063,galena unit school district 120
1716080,"Galesburg Community Unit School District 205, Illinois",Unified,7091,870,12.269073473417007,galesburg community unit school district 205
1716140,"Galva Community Unit School District 224, Illinois",Unified,920,113,12.282608695652174,galva community unit school district 224
1716350,"Geneseo Community Unit School District 228, Illinois",Unified,4471,251,5.613956609259674,geneseo community unit school district 228
1716380,"Geneva Community Unit School District 304, Illinois",Unified,8293,227,2.7372482816833474,geneva community unit school district 304
1716410,"Genoa-Kingston Community Unit School District 424, Illinois",Unified,2446,188,7.686017988552739,genoa-kingston community unit school district 424
1716680,"Gillespie Community Unit School District 7, Illinois",Unified,2275,338,14.857142857142858,gillespie community unit school district 7
1717280,"Granite City Community Unit School District 9, Illinois",Unified,11477,1539,13.40942755075368,granite city community unit school district 9
1717370,"Grant Park Community Unit School District 6, Illinois",Unified,820,30,3.6585365853658534,grant park community unit school district 6
1717580,"Grayville Community Unit School District 1, Illinois",Unified,552,26,4.710144927536232,grayville community unit school district 1
1717670,"Greenfield Community Unit School District 10, Illinois",Unified,728,76,10.43956043956044,greenfield community unit school district 10
1717700,"Greenview Community Unit School District 200, Illinois",Unified,403,17,4.218362282878412,greenview community unit school district 200
1717730,"Bond County Community Unit School District 2, Illinois",Unified,3052,236,7.732634338138926,bond county community unit school district 2
1717790,"Griggsville-Perry Community Unit School District 4, Illinois",Unified,643,49,7.620528771384137,griggsville-perry community unit school district 4
1718060,"Hamilton Community Consolidated School District 328, Illinois",Unified,1081,85,7.863089731729881,hamilton community consolidated school district 328
1718180,"Calhoun Community Unit School District 40, Illinois",Unified,765,79,10.326797385620914,calhoun community unit school district 40
1718200,"Hardin County Community Unit School District 1, Illinois",Unified,929,60,6.458557588805166,hardin county community unit school district 1
1718240,"Harlem Unit School District 122, Illinois",Unified,11443,812,7.096041247924495,harlem unit school district 122
1718270,"Harrisburg Community Unit School District 3, Illinois",Unified,3405,671,19.706314243759177,harrisburg community unit school district 3
1718390,"Hartsburg-Emden Community Unit School District 21, Illinois",Unified,326,9,2.7607361963190185,hartsburg-emden community unit school district 21
1718420,"Harvard Community Unit School District 50, Illinois",Unified,3337,486,14.563979622415344,harvard community unit school district 50
1718510,"Havana Community Unit School District 126, Illinois",Unified,1550,200,12.903225806451612,havana community unit school district 126
1718810,"Herrin Community Unit School District 4, Illinois",Unified,3985,511,12.823086574654956,herrin community unit school district 4
1718840,"Herscher Community Unit School District 2, Illinois",Unified,3056,82,2.6832460732984296,herscher community unit school district 2
1718870,"Heyworth Community Unit School District 4, Illinois",Unified,1341,80,5.965697240865026,heyworth community unit school district 4
1718990,"Highland Community Unit School District 5, Illinois",Unified,5055,222,4.391691394658754,highland community unit school district 5
1719200,"Hillsboro Community Unit School District 3, Illinois",Unified,2856,422,14.775910364145659,hillsboro community unit school district 3
1719260,"Hinckley-Big Rock Community Unit School District 429, Illinois",Unified,1281,58,4.5277127244340365,hinckley-big rock community unit school district 429
1719660,"Hoopeston Area Community Unit School District 11, Illinois",Unified,1732,229,13.221709006928407,hoopeston area community unit school district 11
1719830,"Huntley Consolidated School District 158, Illinois",Unified,12419,341,2.745792736935341,huntley consolidated school district 158
1719920,"Hutsonville Community Unit School District 1, Illinois",Unified,630,47,7.4603174603174605,hutsonville community unit school district 1
1719960,"Illini Bluffs Community Unit School District 327, Illinois",Unified,1633,85,5.20514390691978,illini bluffs community unit school district 327
1719970,"Illinois Valley Central Unit School District 321, Illinois",Unified,3639,194,5.331134927177796,illinois valley central unit school district 321
1720170,"Iroquois County Community Unit School District 9, Illinois",Unified,1766,206,11.664779161947905,iroquois county community unit school district 9
1720180,"Iroquois West Community Unit School District 10, Illinois",Unified,1166,132,11.320754716981133,iroquois west community unit school district 10
1720280,"Jacksonville School District 117, Illinois",Unified,6495,647,9.961508852963819,jacksonville school district 117
1720380,"Jasper County Community Unit School District 1, Illinois",Unified,2293,256,11.164413432184912,jasper county community unit school district 1
1720430,"Jersey Community Unit School District 100, Illinois",Unified,4993,351,7.029841778489885,jersey community unit school district 100
1720490,"Johnsburg Community Unit School District 12, Illinois",Unified,3278,96,2.928615009151922,johnsburg community unit school district 12
1720550,"Johnston City Community Unit School District 1, Illinois",Unified,1886,126,6.680805938494168,johnston city community unit school district 1
1720760,"Kankakee School District 111, Illinois",Unified,6936,1377,19.852941176470587,kankakee school district 111
1720790,"Kansas Community Unit School District 3, Illinois",Unified,320,45,14.0625,kansas community unit school district 3
1721000,"Kewanee Community Unit School District 229, Illinois",Unified,2609,449,17.209658873131467,kewanee community unit school district 229
1721300,"Hiawatha Community Unit School District 426, Illinois",Unified,778,67,8.611825192802057,hiawatha community unit school district 426
1721390,"Knoxville Community Unit School District 202, Illinois",Unified,1593,198,12.429378531073446,knoxville community unit school district 202
1721680,"La Moille Community Unit School District 303, Illinois",Unified,477,16,3.3542976939203357,la moille community unit school district 303
